loc_id,country,state,city
11782,SE                              ,NULL    ,Gothenburg                                                      
11783,US                              ,CA      ,Pinole                                                          
11784,GB                              ,GB2     ,Ripon                                                           
11785,US                              ,FL      ,Merritt Island                                                  
11786,US                              ,WI      ,Waunakee                                                        
11787,GB                              ,GB2     ,"St. Austell, Cornwall                                           "
11788,US                              ,NH      ,Glen                                                            
11789,US                              ,MA      ,Hopkinton                                                       
11790,US                              ,SC      ,Hilton Head                                                     
11791,FR                              ,NULL    ,Lomme                                                           
11792,US                              ,CO      ,Dolores                                                         
11793,US                              ,OK      ,Catoosa                                                         
11794,DK                              ,NULL    ,Helsinge                                                        
11795,DE                              ,NULL    ,Dusseldorf                                                      
11796,US                              ,IA      ,Albia                                                           
11797,US                              ,PA      ,Scenery Hill                                                    
11798,US                              ,MD      ,Galena                                                          
11799,US                              ,NY      ,Hyde Park                                                       
11800,US                              ,NY      ,Eagle Bay                                                       
11801,GB                              ,GB2     ,Sleaford                                                        
11802,FR                              ,NULL    ,Piré Sur Seiche                                                
11803,US                              ,NY      ,Walton                                                          
11804,US                              ,MD      ,Lutherville                                                     
11805,FR                              ,NULL    ,Sancerre                                                        
11806,US                              ,PA      ,Wellsboro                                                       
11807,DE                              ,NULL    ,Freudenstadt                                                    
11808,US                              ,NJ      ,Westwood                                                        
11809,US                              ,MD      ,Ellicott City                                                   
11810,GB                              ,GB2     ,Ossett                                                          
11811,FR                              ,NULL    ,Fenay                                                           
11812,US                              ,PA      ,Jamestown                                                       
11813,AR                              ,NULL    ,Tafi Del Valle - Tucumán                                       
11814,US                              ,AL      ,Scottsboro                                                      
11815,US                              ,SD      ,Sioux Falls                                                     
11816,ES                              ,NULL    ,Calella-Canet                                                   
11817,JP                              ,NULL    ,Chiba-ken Funabashi-shi                                         
11818,US                              ,MD      ,North Dartmouth                                                 
11819,US                              ,PA      ,Wrightsville                                                    
11820,NL                              ,NULL    ,Wezep                                                           
11821,US                              ,CA      ,Santa Clara                                                     
11822,US                              ,MN      ,Foley                                                           
11823,US                              ,MN      ,Stillwater                                                      
11824,US                              ,NJ      ,Edgewater Park                                                  
11825,GR                              ,NULL    ,Kalampaka                                                       
11826,CA                              ,QC      ,Val-dOr                                                         
11827,AU                              ,NULL    ,Evandale                                                        
11828,US                              ,WA      ,Chewelah                                                        
11829,US                              ,CA      ,Westchester                                                     
11830,US                              ,IL      ,South Beloit                                                    
11831,DE                              ,NULL    ,Kösslarn                                                       
11832,RU                              ,NULL    ,"Pervouralsk, Sverdlovsk Region                                  "
11833,US                              ,RI      ,East Greenwich                                                  
11834,US                              ,IA      ,Bettendorf                                                      
11835,US                              ,NJ      ,Oceanport                                                       
11836,ES                              ,NULL    ,Numancia de la Sagra                                            
11837,SE                              ,NULL    ,Hällefors                                                      
11838,NG                              ,NULL    ,Makurdi                                                         
11839,PL                              ,NULL    ,Chelm-Pokroka                                                   
11840,US                              ,CA      ,Pleasanton                                                      
11841,US                              ,SD      ,Lead                                                            
11842,NL                              ,NULL    ,Zevenaar                                                        
11843,US                              ,CA      ,Sanger                                                          
11844,CA                              ,QC      ,Métabetchouan-Lac-à-la-Croix                                  
11845,GB                              ,GB2     ,Dudley                                                          
11846,US                              ,MA      ,Ludlow                                                          
11847,SE                              ,NULL    ,Falun                                                           
11848,US                              ,OH      ,Buckeye Lake                                                    
11849,FR                              ,NULL    ,La Flotte                                                       
11850,US                              ,OH      ,University Heights                                              
11851,US                              ,KY      ,Georgetown                                                      
11852,US                              ,PA      ,Kutztown                                                        
11853,DE                              ,NULL    ,Frechen-Hücheln                                                
11854,US                              ,NH      ,Seabrook                                                        
11855,ES                              ,NULL    ,Cáceres                                                        
11856,AU                              ,NULL    ,Wayville                                                        
11857,BE                              ,NULL    ,Grimbergen                                                      
11858,US                              ,NC      ,Southport                                                       
11859,AU                              ,NULL    ,East Brisbane                                                   
11860,DE                              ,NULL    ,Plankstadt                                                      
11861,DE                              ,NULL    ,Bad Orb                                                         
11862,US                              ,FL      ,Hialeah                                                         
11863,US                              ,KY      ,Highland Heights                                                
11864,US                              ,WA      ,Snoqualmie                                                      
11865,US                              ,LA      ,Monroe                                                          
11866,US                              ,FL      ,Stuart                                                          
11867,DE                              ,NULL    ,Warmensteinach                                                  
11868,DE                              ,NULL    ,Fuldabrück                                                     
11869,DE                              ,NULL    ,Giengen                                                         
11870,IT                              ,NULL    ,Montecchio Maggiore                                             
11871,US                              ,PA      ,Ottsville                                                       
11872,CO                              ,NULL    ,Barranquilla                                                    
11873,GB                              ,GB2     ,Loanhead                                                        
11874,GB                              ,GB6     ,Castlecary                                                      
11875,DE                              ,NULL    ,Augsburg                                                        
11876,GR                              ,NULL    ,Ioannina                                                        
11877,GB                              ,GB7     ,Llangors                                                        
11878,US                              ,CA      ,Corte Madera                                                    
11879,US                              ,CT      ,Guilford                                                        
11880,SE                              ,NULL    ,Fårö                                                          
11881,US                              ,LA      ,Shreveport                                                      
11882,US                              ,RI      ,Woonsocket                                                      
11883,US                              ,CT      ,West Suffield                                                   
11884,US                              ,LA      ,Amite                                                           
11885,US                              ,RI      ,Smithfield                                                      
11886,US                              ,CA      ,Carmichael                                                      
11887,US                              ,ND      ,Minot                                                           
11888,US                              ,CO      ,Trinidad                                                        
11889,US                              ,CA      ,Kings Beach                                                     
11890,US                              ,MA      ,Cambridge                                                       
11891,CZ                              ,NULL    ,Hořejší Vrchlabí                                            
11892,CA                              ,AB      ,Calmar                                                          
11893,GB                              ,GB2     ,Bracknell                                                       
11894,US                              ,GA      ,Chamblee                                                        
11895,US                              ,MD      ,Olney                                                           
11896,US                              ,CO      ,Mount Crested Butte                                             
11897,US                              ,NY      ,Altamont                                                        
11898,US                              ,NY      ,Caledonia                                                       
11899,ES                              ,NULL    ,Pontejos                                                        
11900,CA                              ,NB      ,Edmundston                                                      
11901,US                              ,LA      ,Youngsville                                                     
11902,US                              ,WA      ,Covington                                                       
11903,NL                              ,NULL    ,Nieuwegein                                                      
11904,US                              ,MT      ,Columbia Falls                                                  
11905,US                              ,NH      ,Marlborough                                                     
11906,BE                              ,NULL    ,Wevelgem                                                        
11907,FR                              ,NULL    ,Quimper                                                         
11908,GB                              ,GB2     ,Workington                                                      
11909,NL                              ,NULL    ,Vessem                                                          
11910,LT                              ,NULL    ,Panevėžio R.                                                  
11911,RU                              ,NULL    ,Ekaterinburg                                                    
11912,US                              ,IL      ,Lake Zurich                                                     
11913,BE                              ,NULL    ,Beveren                                                         
11914,CA                              ,QC      ,Pointe-Claire                                                   
11915,US                              ,MI      ,Novi                                                            
11916,JP                              ,NULL    ,Chiba-ken Urayasu-shi                                           
11917,US                              ,NY      ,Fort Drum                                                       
11918,ES                              ,NULL    ,Lliçà de Vall                                                 
11919,DE                              ,NULL    ,Kippenheim                                                      
11920,GB                              ,GB2     ,Arundel West Sussex                                             
11921,US                              ,CA      ,Spring Valley                                                   
11922,RU                              ,NULL    ,Pushkino                                                        
11923,US                              ,MA      ,Milton                                                          
11924,GB                              ,GB2     ,"Edale, Derbyshire                                               "
11925,US                              ,CT      ,Trumbull                                                        
11926,FR                              ,NULL    ,Corbie                                                          
11927,US                              ,VA      ,Washington                                                      
11928,US                              ,PA      ,Maple Glen                                                      
11929,US                              ,OH      ,Lorain                                                          
11930,US                              ,IL      ,Edwardsville                                                    
11931,US                              ,MN      ,Owatonna                                                        
11932,ES                              ,NULL    ,Algodonales                                                     
11933,US                              ,WA      ,Federal Way                                                     
11934,BE                              ,NULL    ,Baarle-Hertog                                                   
11935,FR                              ,NULL    ,Bonneuil Sur Marne                                              
11936,US                              ,PA      ,Spring Church                                                   
11937,IT                              ,NULL    ,Fortezza - Franzensfeste (BZ)                                   
11938,US                              ,NY      ,Buffalo                                                         
11939,DE                              ,NULL    ,Gars                                                            
11940,GB                              ,GB2     ,Tuckenhay                                                       
11941,DE                              ,NULL    ,Duisburg-Walsum                                                 
11942,US                              ,CA      ,Williams                                                        
11943,US                              ,RI      ,Jamestown                                                       
11944,IN                              ,NULL    ,Hyderabad                                                       
11945,US                              ,NY      ,Findley Lake                                                    
11946,ZA                              ,NULL    ,Stanford                                                        
11947,CA                              ,ON      ,New Hamburg                                                     
11948,US                              ,IN      ,Clarksville                                                     
11949,US                              ,IL      ,Savoy                                                           
11950,CZ                              ,NULL    ,Ostravar                                                        
11951,DE                              ,NULL    ,Oberhaid                                                        
11952,US                              ,VA      ,Millwood                                                        
11953,BG                              ,NULL    ,Plovdiv                                                         
11954,US                              ,IN      ,Merrillville                                                    
11955,ES                              ,NULL    ,Liérganes                                                      
11956,US                              ,MN      ,New Hope                                                        
11957,EC                              ,NULL    ,Manta                                                           
11958,US                              ,ME      ,Kittery                                                         
11959,GB                              ,GB2     ,Glossop                                                         
11960,CA                              ,ON      ,Shakespeare                                                     
11961,US                              ,GA      ,Milledgeville                                                   
11962,US                              ,OH      ,Cleveland Heights                                               
11963,ES                              ,NULL    ,Badajoz                                                         
11964,US                              ,NY      ,Bolton Landing                                                  
11965,US                              ,IN      ,Shelbyville                                                     
11966,BM                              ,NULL    ,Somerset Island                                                 
11967,US                              ,IA      ,Cedar Rapids                                                    
11968,IL                              ,NULL    ,Kfar Saba                                                       
11969,US                              ,CA      ,Tehachapi                                                       
11970,US                              ,MI      ,Lambertville                                                    
11971,CA                              ,ON      ,Ajax                                                            
11972,AL                              ,NULL    ,Korca                                                           
11973,US                              ,WY      ,Powell                                                          
11974,DE                              ,NULL    ,Dessow                                                          
11975,US                              ,NY      ,Pelham                                                          
11976,NL                              ,NULL    ,Lelystad                                                        
11977,US                              ,MD      ,Chestertown                                                     
11978,US                              ,IL      ,Belleville                                                      
11979,IT                              ,NULL    ,Viadana                                                         
11980,FR                              ,NULL    ,Mouzay                                                          
11981,US                              ,MD      ,Forestville                                                     
11982,US                              ,MN      ,Hopkins                                                         
11983,DE                              ,NULL    ,Lindau                                                          
11984,KH                              ,NULL    ,Koh Kong                                                        
11985,US                              ,MA      ,Norfolk                                                         
11986,UY                              ,NULL    ,Canelones                                                       
11987,NL                              ,NULL    ,Maastricht                                                      
11988,US                              ,NC      ,Fletcher                                                        
11989,US                              ,MI      ,Zeeland                                                         
11990,US                              ,MA      ,Kingston                                                        
11991,US                              ,IL      ,Countryside                                                     
11992,BE                              ,NULL    ,Evere                                                           
11993,US                              ,MI      ,Belmont                                                         
11994,US                              ,MA      ,Medfield                                                        
11995,AR                              ,NULL    ,Mendoza                                                         
11996,US                              ,NC      ,Saluda                                                          
11997,GB                              ,GB2     ,"Pickmere, Knutsford                                             "
11998,DE                              ,NULL    ,Itzgrund                                                        
11999,IT                              ,NULL    ,Vittoria (RG)                                                   
12000,IT                              ,NULL    ,Saronno (VA)                                                    
12001,US                              ,FL      ,Kissimmee                                                       
12002,US                              ,FL      ,Minneola                                                        
12003,NL                              ,NULL    ,Den Helder                                                      
12004,IT                              ,NULL    ,Civitanova Marche                                               
12005,AU                              ,NULL    ,Macquarie Centre                                                
12006,US                              ,MA      ,Watertown                                                       
12007,US                              ,PA      ,Center Valley                                                   
12008,US                              ,TX      ,Port Neches                                                     
12009,PL                              ,NULL    ,Słupsk                                                         
12010,US                              ,NC      ,Kill Devil Hills                                                
12011,US                              ,OH      ,Amelia                                                          
12012,DE                              ,NULL    ,Halfing-Egg                                                     
12013,DE                              ,NULL    ,Nersingen                                                       
12014,US                              ,MI      ,Fennville                                                       
12015,US                              ,PA      ,Connellsville                                                   
12016,US                              ,IA      ,Des Moines                                                      
12017,US                              ,FL      ,Bradenton                                                       
12018,US                              ,NY      ,Suffern                                                         
12019,DE                              ,NULL    ,Bad Wildungen                                                   
12020,US                              ,VT      ,West Burke                                                      
12021,US                              ,OH      ,Vandalia                                                        
12022,US                              ,IL      ,Woodstock                                                       
12023,US                              ,OH      ,Maumee                                                          
12024,DE                              ,NULL    ,Mainburg                                                        
12025,CL                              ,NULL    ,Santa Cruz                                                      
12026,IT                              ,NULL    ,San Raffaele Cimena (TO)                                        
12027,NL                              ,NULL    ,Limmen                                                          
12028,GB                              ,GB2     ,Canterbury                                                      
12029,US                              ,MA      ,West Medford                                                    
12030,CH                              ,NULL    ,Vulliens                                                        
12031,US                              ,MI      ,Sylvan Lake                                                     
12032,US                              ,TN      ,Franklin                                                        
12033,US                              ,WI      ,Stevens Point                                                   
12034,US                              ,SC      ,Greenville                                                      
12035,US                              ,CO      ,Centennial                                                      
12036,ES                              ,NULL    ,Sabadell                                                        
12037,US                              ,CA      ,Rancho Cucamonga                                                
12038,GB                              ,GB2     ,Bournemouth                                                     
12039,DE                              ,NULL    ,Lübbenau/Spreewald                                             
12040,SY                              ,NULL    ,Aleppo                                                          
12041,FR                              ,NULL    ,Fontainebleau                                                   
12042,PL                              ,NULL    ,Głubczyce                                                      
12043,US                              ,PA      ,Bridgeport                                                      
12044,GB                              ,GB2     ,Crick                                                           
12045,AU                              ,NULL    ,Northmead                                                       
12046,US                              ,NJ      ,Whiting                                                         
12047,US                              ,IL      ,Wheeling                                                        
12048,FR                              ,NULL    ,Lunel                                                           
12049,IT                              ,NULL    ,Maracalagonis (CA)                                              
12050,AU                              ,NULL    ,Marsfield                                                       
12051,US                              ,NV      ,Sparks                                                          
12052,NO                              ,NULL    ,Bagn I Valdres                                                  
12053,ES                              ,NULL    ,Villanueva Del Fresno                                           
12054,ES                              ,NULL    ,Móstoles                                                       
12055,ES                              ,NULL    ,Donostia-San Sebastián                                         
12056,US                              ,MA      ,Arlington                                                       
12057,GB                              ,GB2     ,Nantwich                                                        
12058,US                              ,MI      ,Niles                                                           
12059,US                              ,NJ      ,Rochelle Park                                                   
12060,US                              ,NM      ,Cloudcroft                                                      
12061,US                              ,VA      ,Colonial Heights                                                
12062,US                              ,OK      ,Broken Bow                                                      
12063,GB                              ,GB2     ,"Melksham, Wiltshire                                             "
12064,US                              ,GA      ,Valdosta                                                        
12065,US                              ,MN      ,Maplewood                                                       
12066,US                              ,WA      ,Eastsound                                                       
12067,US                              ,CA      ,Encino                                                          
12068,CA                              ,QC      ,Montréal                                                       
12069,FR                              ,NULL    ,Champigneulles                                                  
12070,NL                              ,NULL    ,Wijlre                                                          
12071,US                              ,CT      ,New Preston                                                     
12072,US                              ,MI      ,Marysville                                                      
12073,US                              ,OR      ,Scappooose                                                      
12074,DK                              ,NULL    ,North Skerninge                                                 
12075,AU                              ,NULL    ,Drummoyne                                                       
12076,US                              ,FL      ,Indian Harbour Beach                                            
12077,US                              ,MA      ,Templeton                                                       
12078,CA                              ,QC      ,Rivière-du-Loup                                                
12079,US                              ,IA      ,Winterset                                                       
12080,IS                              ,NULL    ,Hveragerði                                                     
12081,GB                              ,GB2     ,Whitley Bay                                                     
12082,CA                              ,BC      ,Revelstoke                                                      
12083,US                              ,MS      ,Bay Saint Louis                                                 
12084,US                              ,MD      ,Derwood                                                         
12085,CA                              ,NL      ,St. Johns                                                       
12086,US                              ,DE      ,Rehoboth Beach                                                  
12087,US                              ,MI      ,Rockford                                                        
12088,GB                              ,GB2     ,Ludlow                                                          
12089,AU                              ,NULL    ,Northbridge                                                     
12090,US                              ,NJ      ,Edgewater                                                       
12091,US                              ,IA      ,Parkersburg                                                     
12092,US                              ,WI      ,Marshfield                                                      
12093,IT                              ,NULL    ,Pienza (SI)                                                     
12094,US                              ,MI      ,Webberville                                                     
12095,DE                              ,NULL    ,Rothenfels                                                      
12096,GR                              ,NULL    ,Glyfáda                                                        
12097,BR                              ,NULL    ,Pelotas                                                         
12098,US                              ,VA      ,Falls Church                                                    
12099,IT                              ,NULL    ,Botticino (BS)                                                  
12100,FR                              ,NULL    ,Quend                                                           
12101,IT                              ,NULL    ,Casalpusterlengo (LO)                                           
12102,MX                              ,NULL    ,Atlixco                                                         
12103,US                              ,CA      ,Soquel                                                          
12104,US                              ,NC      ,Indian Trail                                                    
12105,US                              ,CO      ,Edgewater                                                       
12106,BG                              ,NULL    ,Blagoevgrad                                                     
12107,DE                              ,NULL    ,Stegaurach-Debring                                              
12108,GB                              ,GB2     ,Kings Lynn                                                      
12109,US                              ,NC      ,Bald Head Island                                                
12110,RO                              ,NULL    ,Ungheni                                                         
12111,US                              ,OH      ,East Liverpool                                                  
12112,US                              ,NY      ,Rockville Centre                                                
12113,SK                              ,NULL    ,Velky Saris                                                     
12114,CH                              ,NULL    ,Gränichen                                                      
12115,US                              ,NJ      ,Riverdale                                                       
12116,US                              ,KY      ,Ludlow                                                          
12117,US                              ,IL      ,Wood Dale                                                       
12118,US                              ,NY      ,Farmingdale                                                     
12119,US                              ,VT      ,Brandon                                                         
12120,US                              ,AZ      ,Tolleson                                                        
12121,NL                              ,NULL    ,Bolsward                                                        
12122,RU                              ,NULL    ,Sukhonogovo                                                     
12123,US                              ,NY      ,Port Jefferson Station                                          
12124,US                              ,MI      ,Clawson                                                         
12125,DE                              ,NULL    ,Hutthurm                                                        
12126,DE                              ,NULL    ,Rehling                                                         
12127,GB                              ,GB2     ,"Rye, East Sussex                                                "
12128,US                              ,NH      ,Bedford                                                         
12129,DE                              ,NULL    ,Mettmann                                                        
12130,US                              ,NY      ,Bemus Point                                                     
12131,US                              ,CA      ,Palmdale                                                        
12132,US                              ,VA      ,Stafford                                                        
12133,US                              ,IA      ,Windsor Heights                                                 
12134,FR                              ,NULL    ,Offemont                                                        
12135,US                              ,CA      ,Oxnard                                                          
12136,US                              ,UT      ,Tooele                                                          
12137,PH                              ,NULL    ,Baguio City                                                     
12138,US                              ,MI      ,Paw Paw                                                         
12139,US                              ,WI      ,Fond du Lac                                                     
12140,US                              ,MI      ,Ann Arbor                                                       
12141,US                              ,CT      ,Ivoryton                                                        
12142,FR                              ,NULL    ,Sainte-Suzanne                                                  
12143,GR                              ,NULL    ,Kerkira                                                         
12144,GB                              ,GB2     ,Hawkshead                                                       
12145,US                              ,OH      ,Brecksville                                                     
12146,GB                              ,GB6     ,Mallaig                                                         
12147,US                              ,NJ      ,Parsippany                                                      
12148,DE                              ,NULL    ,Petting/Schönram                                               
12149,IT                              ,NULL    ,Olgiate Comasco                                                 
12150,US                              ,IN      ,Terre Haute                                                     
12151,US                              ,OK      ,Edmond                                                          
12152,ES                              ,NULL    ,Sant Vicenç de Calders                                         
12153,DE                              ,NULL    ,Uhingen                                                         
12154,MZ                              ,NULL    ,Beira                                                           
12155,AU                              ,NULL    ,Mallan                                                          
12156,IT                              ,NULL    ,Santorso                                                        
12157,US                              ,NE      ,Columbus                                                        
12158,HR                              ,NULL    ,Poreč                                                          
12159,CH                              ,NULL    ,Worb                                                            
12160,US                              ,TX      ,Missouri City                                                   
12161,ES                              ,NULL    ,Ibiza                                                           
12162,IT                              ,NULL    ,Notaresco (TE)                                                  
12163,US                              ,VA      ,Tabb                                                            
12164,US                              ,PA      ,Wind Gap                                                        
12165,US                              ,CA      ,Bridgeport                                                      
12166,SE                              ,NULL    ,Täby                                                           
12167,LV                              ,NULL    ,Lizums                                                          
12168,US                              ,MN      ,Newport                                                         
12169,US                              ,VT      ,Montpelier                                                      
12170,JP                              ,NULL    ,Nakasaki-ken Saikai-shi                                         
12171,US                              ,GA      ,Athens                                                          
12172,US                              ,NH      ,Northwood                                                       
12173,US                              ,NJ      ,Beach Haven                                                     
12174,GB                              ,GB6     ,Perth                                                           
12175,US                              ,KY      ,Bardstown                                                       
12176,US                              ,OH      ,Cuyahoga Falls                                                  
12177,US                              ,NJ      ,Egg Harbor City                                                 
12178,ES                              ,NULL    ,Santa Pau                                                       
12179,SE                              ,NULL    ,Bålsta                                                         
12180,MX                              ,NULL    ,Tlaquepaque (Jalisco)                                           
